Gene	Chr	Start	End
LINC00211	2	37826247	37876274
AC009229.6	2	38132637	38138946
RP11-314C9.2	2	38193348	38193629
AC009229.5	2	38203363	38239590
AC016995.3	2	38406719	38515740
AC093822.1	2	38431294	38433573
AC007317.1	2	40746487	40767452
AC104654.1	2	41877074	41894046
AC104654.2	2	41931599	41933723
AC016735.1	2	43001355	43006060
AC016735.2	2	43027853	43039547
AC016735.3	2	43041193	43043782
AC093609.1	2	43097746	43102691
LINC01126	2	43227210	43228855
RP11-89K21.1	2	44921077	44939199
SIX3-AS1	2	44940154	44941873
AC012354.6	2	44954664	44968762
AC093702.1	2	45013214	45013668
AC009236.2	2	45168583	45169414
AC016912.3	2	46392297	46394167
RP11-333I13.1	2	46777783	46780245
LINC01118	2	46816668	46822657
LINC01119	2	46816697	46859007
AC016722.3	2	46852020	46853496
AC073283.4	2	47192405	47345074
AC106869.2	2	47225794	47239225
BCYRN1	2	47331060	47344517
AC079807.4	2	47941696	48240983
RP11-191L17.1	2	48440043	48440597
AC007682.1	2	51032601	52407917
AC007680.2	2	51202081	51221764
AC087073.1	2	52373118	52390012
AC139712.4	2	52494688	52500752
AC010967.2	2	52722677	52910020
AC010967.3	2	52864235	52866631
RP11-477N3.1	2	54082554	54085066
RP11-481J13.1	2	55952158	56181652
MIR217HG	2	55963191	56047326
AC011306.1	2	56077417	56090382
AC007250.4	2	58275877	58296548
LINC01122	2	58427799	59063766
AC007131.1	2	59217708	59279400
RP11-444A22.1	2	59218680	60100200
AC007131.2	2	59238714	59733396
AC007179.1	2	59435213	59442261
AC007381.3	2	60350595	60353016
AC007381.2	2	60359216	60391375
LINC01185	2	60825132	60881314
RP11-493E12.1	2	61151433	61162105
AC093159.1	2	62463127	62464070
AC012368.1	2	64086353	64088246
LINC00309	2	64185078	64205485
AC114752.1	2	64330486	64332131
AC114752.3	2	64338067	64341647
AC008074.4	2	64486353	64500904
RP11-568N6.1	2	64522187	64524093
AC007365.1	2	64606975	64616482
AC007365.3	2	64644612	64646698
AC007880.1	2	64846130	64863626
AC007386.2	2	64901840	64905137
AC074391.1	2	65436711	66084639
AC012370.3	2	65439888	65456571
AC007389.3	2	65589566	65640177
RP11-418H16.1	2	65623272	65628424
RP11-340F16.1	2	65731676	65733041
AC118345.1	2	66235377	66236213
AC092669.6	2	66327349	66328984
AC092669.3	2	66383306	66392450
AC007392.3	2	66574030	66730157
AC007392.4	2	66697125	66703227
AC007403.2	2	66904436	66971462
AC007403.1	2	66921510	66922457
AC007403.3	2	67040546	67041966
AC023115.2	2	67086446	67311439
AC078941.1	2	67123357	67215319
AC023115.4	2	67324627	67325304
AC007422.1	2	67562067	67574044
AC010987.5	2	67565604	67684077
AC010987.6	2	67796054	67825562
AC097495.3	2	68832816	68837192
AC092431.3	2	69700192	69713847
AC016700.2	2	70089721	70096100
AC016700.5	2	70124036	70125317
LINC01143	2	70887871	70889959
RP11-467P9.1	2	71067519	71068125
RP11-434P11.2	2	73750256	73750786
AC073046.25	2	73985132	73986343
RP11-287D1.4	2	74130583	74135395
RP11-287D1.2	2	74196698	74198560
RP11-259N19.1	2	74832655	74833987
LINC01291	2	74918148	74938418
AC104135.2	2	74919555	74924846
LINC01293	2	74940258	74942670
RP11-342K6.4	2	75719120	75720018
AC084149.2	2	77652413	77654668
AC084149.1	2	77672215	77673792
AC073628.1	2	77915934	77918011
AC012494.1	2	78088730	78127806
AC092660.1	2	78597911	78599406
AC084193.1	2	80699388	80870190
AC012075.2	2	81462695	81466946
AC079896.1	2	81983272	82005700
AC010105.1	2	82479128	82538711
AC010744.1	2	83522814	83523502
AC106874.1	2	84315108	84350774
RP11-60H5.1	2	85064108	85067347
ST3GAL5-AS1	2	85889280	85890980
RP11-548P2.2	2	85904279	85904727
RP11-223J6.2	2	87249095	87253750
AC133644.2	2	87439523	87459044
LINC00152	2	87455368	87606805
AC096579.13	2	88811186	88861563
CH17-132F21.5	2	90365737	90367699
RP11-575H3.1	2	91580336	91580863
RP11-440D17.3	2	95525109	95526702
RP11-440D17.4	2	95537969	95538469
AC008268.1	2	95666084	95668715
LINC00342	2	95807118	95816215
AC012307.2	2	96145602	96147012
RP11-353K11.1	2	96812239	96813657
RP11-734K23.9	2	97281904	97291780
AC159540.3	2	97301729	97304151
AC159540.1	2	97416165	97433527
AC159540.2	2	97421075	97434847
AC109826.1	2	98761938	98772920
LINC01104	2	100208254	100251484
AC068538.4	2	100607028	100609358
AC092168.3	2	100669892	100676038
AC092168.4	2	100722221	100722882
RP11-299H21.1	2	101151660	101155412
AC092570.2	2	101479390	101486822
LINC01127	2	101962056	101987167
AC007251.2	2	102873339	102895722
AC108051.1	2	102967408	102984429
AC108051.2	2	102987323	102988565
AC108051.3	2	103011779	103019898
AC073987.1	2	103109759	103176260
AC013727.1	2	103856659	103880209
AC013727.2	2	103865746	103869688
RP11-76I14.1	2	103874310	104077778
AC096554.1	2	104125268	104147229
AC068535.2	2	104411201	104415612
AC068535.3	2	104412227	104414008
LINC01102	2	104433267	104520832
LINC01103	2	104488458	104510509
AC013402.4	2	104580821	104581890
AC013402.3	2	104583152	104585354
AC013402.5	2	104659337	104664837
AC068057.1	2	104703758	104705509
LINC01114	2	104746638	104757719
AC104655.3	2	105144113	105145424
RP11-332H14.1	2	105249404	105249794
AC012360.4	2	105324210	105330529
RP11-332H14.2	2	105334027	105337475
AC009505.4	2	105959084	105962006
AC108868.5	2	106521903	106538079
AC108868.6	2	106543014	106544297
AC006227.1	2	107254691	107365873
AC096669.1	2	107362282	107407329
AC096669.2	2	107385632	107542649
AC096669.3	2	107529487	107556326
GACAT1	2	107754112	107822129
RGPD4-AS1	2	107823063	107826891
AC023672.2	2	108049200	108052755
SH3RF3-AS1	2	109127327	109128930
LINC01123	2	109987063	109996140
RP11-1223D19.1	2	110231106	110285856
LINC01106	2	110375138	110384442
RP13-1039J1.2	2	110402914	110435166
AC114776.3	2	110709575	110716595
AC108463.1	2	111195963	111206494
MIR4435-1HG	2	111196350	111495100
RP11-181E10.3	2	111210995	111212476
AC068491.2	2	111265283	111279880
RP11-803D5.4	2	111266868	111267473
RP11-68E19.2	2	111468810	111637967
AC017002.1	2	111491273	111570974
AC017002.2	2	111491943	111494811
AC017002.4	2	111607841	111612518
AC012442.6	2	112590796	112591939
AC079922.3	2	112641832	112645690
RP11-480C16.1	2	113432600	113436042
RP11-395L14.3	2	113512463	113515485
PGM5P4-AS1	2	113527568	113542672
FAM138B	2	113577382	113578852
AC017074.1	2	113669166	113673191
AC017074.2	2	113677702	113704078
AC024704.2	2	113829390	113831119
AC104653.1	2	113831049	113843356
RP11-141B14.1	2	113888203	113889750
LINC01191	2	113979569	114007302
AC110769.3	2	113979909	113983258
AC010982.2	2	114122274	114123293
AC009404.2	2	117833937	117841658
AC093901.1	2	118132128	118186386
RP11-19E11.1	2	118833700	118835110
AC012363.13	2	120319007	120326298
AC073257.2	2	120542909	120544326
AC073257.1	2	120553743	120558109
AC018866.1	2	120686635	120710517
RP11-297J22.1	2	120866378	120867403
AC067960.1	2	121081437	121088726
AC079988.3	2	121178327	121182580
AC018737.3	2	121790444	121796702
AC062020.2	2	123065321	123067722
AC062020.1	2	123066151	123073481
AC073409.1	2	123443266	123444445
AC097499.1	2	125710969	125765842
AC114813.1	2	126110099	126117985
AC023347.1	2	126308510	126343992
RP11-521O16.1	2	127024252	127025723
RP11-521O16.2	2	127025211	127029686
AC068282.3	2	127389130	127400580
RP11-395A13.2	2	127886556	127887185
AC012451.1	2	128580491	128581576
AC068483.1	2	129063846	129071725
AC079586.1	2	129242173	129273848
AC079776.1	2	129869193	129877553
AC079776.3	2	129923177	129946703
LINC01120	2	131402901	131409049
RP11-109E12.1	2	131461821	131463615
LINC01087	2	131637025	131649615
C2orf27B	2	131794961	131801661
AC103564.7	2	131829801	131832031
AJ239322.3	2	131958277	131965535
AJ239322.1	2	131964731	131979873
RP1-156L9.1	2	131983937	131994161
AC097532.2	2	132285795	132294377
RP11-725P16.2	2	132345616	132347297
AC011243.1	2	133554315	133558227
AC068492.1	2	136077892	136078513
AC069394.1	2	138101884	138105905
AC097721.2	2	138418284	138501698
AC114763.1	2	138470656	138473932
RP11-231E19.1	2	138599663	138602426
AC092620.3	2	138604510	138613167
AC062021.1	2	139366165	139379147
AC016710.1	2	139469775	139477747
AC078851.1	2	139824896	139825877
AC073928.2	2	140103583	140131780
AC079584.2	2	143799467	143819599
LINC01412	2	144566435	144579434
TEX41	2	144667967	145262988
AC023128.1	2	144688413	144690185
RP11-514A9.1	2	144877734	144882033
AC064865.1	2	145294277	145331847
AC092484.1	2	145569294	145588024
AC079163.1	2	145600907	145603423
AC062031.1	2	145915090	145931146
AC103881.1	2	146837749	146850310
AC062032.1	2	146879909	146898218
AC007364.1	2	149767506	149859191
AC016682.1	2	150171423	150301080
AC113610.1	2	150234892	150257007
AC104777.2	2	150552532	150572221
AC104777.3	2	150566134	150568080
AC104777.1	2	150595102	150620067
AC104777.4	2	150612381	150635348
AC023469.1	2	151001220	151048774
AC018731.3	2	151117955	151186209
AC011901.2	2	153171987	153201726
AC079150.3	2	153337705	153357422
AC009227.3	2	154459857	154460820
AC092625.1	2	154965513	154968003
AC093375.1	2	156011617	156024613
AC019186.1	2	157725708	157736005
RP11-546J1.1	2	157877683	157878565
RP11-1152H14.1	2	157917712	157918371
AC005042.5	2	158685903	158753775
AC009961.3	2	159670708	159712435
AC009299.3	2	161244739	161249050
AC008063.3	2	162093429	162094854
AC092684.1	2	163749573	164352223
AC009495.2	2	165794851	165810010
AC009495.4	2	165794857	165846091
AC009495.3	2	165833048	165839098
AC074363.1	2	167293171	167558333
LINC01124	2	170712451	170714567
AC007405.4	2	170723086	170770768
AC007405.6	2	170771113	170778148
DLX2-AS1	2	172103006	172109982
AC104088.1	2	172315287	172323737
RP11-796E10.1	2	173811076	173811392
AC106900.6	2	173880865	173899428
RP11-394I13.2	2	173968351	173969418
RP11-394I13.3	2	174011856	174012975
RP11-394I13.1	2	174025280	174027163
LINC01305	2	174326027	174330643
AC010894.3	2	174487389	174488386
AC018890.4	2	174783046	174787928
AC096649.3	2	175257250	175454640
AC016751.2	2	175904371	175905502
HAGLROS	2	176177717	176179008
AC017048.1	2	176506245	176507702
AC017048.2	2	176524879	176531683
RP11-324L17.1	2	176611437	176612249
LINC01116	2	176629589	176637931
LINC01117	2	176637710	176655958
AC092162.1	2	176724268	176819310
AC073636.1	2	176845993	176849428
AC079305.11	2	176990508	177164516
RP11-171I2.4	2	178616581	178617123
RP11-171I2.3	2	178644717	178645179
AC093911.1	2	179273831	179285707
AC009478.1	2	180571712	180692454
SCHLAP1	2	180692104	180916939
AC068196.1	2	181076051	181105968
AC104820.2	2	181101932	181399559
AC020595.1	2	181422154	181425749
AC013733.4	2	181690380	181693415
RP11-438L19.1	2	183214319	183215400
AC093639.1	2	183904529	183949112
LINC01473	2	186032891	186083233
RP11-410E4.1	2	186354570	186356773
LINC01090	2	187712816	188287691
AC092614.2	2	191229165	191246172
AC013401.1	2	192629919	192645706
AC013401.2	2	192644102	192645387
PCGEM1	2	192749845	192776899
RP11-764E7.1	2	193898367	193899394
AC018799.1	2	194344269	194419645
AC006196.1	2	194730595	194761435
AC010983.1	2	195003711	195026370
AC064834.1	2	195448532	195478925
RP11-762E8.1	2	195451778	195515699
AC064834.2	2	195533035	195538681
AC064834.3	2	195569628	195572970
AC109589.1	2	198187802	198191521
AC005235.1	2	198299363	198375097
AC019330.1	2	198553195	198772356
AC018717.1	2	198882573	199071791
AC093590.1	2	199608068	199659132
AC007163.3	2	200712305	200735177
RP11-13J8.1	2	201101382	201103136
RP11-107N15.1	2	202032770	202033537
RP11-686O6.1	2	202336739	202337200
RP11-686O6.2	2	202374932	202375604
AC009965.2	2	204090457	204109849
AC009498.1	2	204228137	204234985
AC016903.1	2	204470076	204473837
AC016903.2	2	204475356	204507672
AC007383.3	2	206084605	206086564
AC010731.4	2	206642418	206649449
RP11-95H11.1	2	206821190	206822294
AC008269.2	2	206866795	206868289
AC007879.1	2	207173634	207222790
AC007879.2	2	207186717	207236066
AC007879.4	2	207226949	207228308
AC007879.3	2	207235299	207237875
AC007879.7	2	207239650	207245887
AC007879.6	2	207260445	207270690
AC079767.4	2	207662375	207667024
AC096772.6	2	207821290	207822769
AC093381.2	2	212795331	212819264
AC108066.1	2	212911003	212919809
RP11-105N14.1	2	213152970	213153659
RP11-105N14.3	2	213155806	213167712
RP11-105N14.2	2	213266995	213276152
AC079610.2	2	213276552	213284205
AC073284.4	2	215274992	215277947
AC012462.2	2	215453707	215463871
AC012462.3	2	215476667	215480248
AC012668.1	2	215530447	215545526
AC012668.2	2	215533133	215713895
AC012668.3	2	215579407	215582635
LINC00607	2	215611563	215843722
AC093850.2	2	215718043	215719424
AC122136.2	2	215869923	215870518
AC093382.1	2	215939308	215941719
PKI55	2	216217045	216220192
AC073321.4	2	216604771	216611202
AC007563.3	2	216799608	216805335
AC007557.3	2	216868012	216869156
AC007563.1	2	216870441	216873932
AC007557.1	2	216870772	216871639
RP11-574O16.1	2	216995906	216996490
DIRC3-AS1	2	217282739	217336120
RP11-459I19.1	2	218818690	218819144
RP11-33O4.1	2	219069354	219069809
RP11-256I23.3	2	219645090	219645631
AC009502.4	2	219685381	219737937
AC008281.1	2	219904051	219904889
AC114765.1	2	220105656	220450778
AC114765.2	2	220127546	220212491
AC067956.1	2	220450679	220704566
AC093843.1	2	220791078	220797893
AC068489.1	2	221637543	221641813
RP11-384O8.1	2	222317242	222318653
AC013448.1	2	223498773	223504611
AC013448.2	2	223505476	223510933
AC067961.1	2	225399710	225400588
RP11-314B1.2	2	225698514	225703654
AC068138.1	2	226180044	226185371
RP11-395N3.2	2	226800146	226811029
AC009410.1	2	228483261	228611395
AC074019.1	2	228683537	228684580
AC098823.3	2	230690921	230700529
SPATA3-AS1	2	230984368	230996032
AC017104.2	2	231452195	231453153
LINC00471	2	231508426	231514339
AC068134.6	2	232420661	232421461
AC006037.2	2	234109081	234109481
RP11-309M7.1	2	234222838	234224514
AC097713.3	2	234438328	234462127
AC097713.4	2	234444590	234454595
LINC01173	2	234682668	234717764
AC114814.4	2	235084822	235088586
AC114814.3	2	235177896	235178905
AC011286.1	2	236733382	236754363
AC107079.1	2	237122910	237124097
AC112715.2	2	237257091	237257676
AC112721.1	2	237421420	237425276
AC112721.2	2	237428920	237434822
AC096574.5	2	237612977	237626525
LINC01107	2	238510690	238555054
AC113618.1	2	238720324	238740780
AC144525.1	2	238788648	238789716
FLJ43879	2	238919302	238926269
AC079612.1	2	239578301	239586094
AC079612.2	2	239625698	239630839
RP11-315F22.1	2	239734956	239735538
AC093802.1	2	239762860	239802883
AC124861.1	2	240227560	240256035
AC011298.2	2	240686334	240690414
RP11-367H1.1	2	241581922	241582726
AC114730.2	2	241844380	241845036
AC131097.4	2	241893985	241902551
AC093642.3	2	241970683	241977276
AC093642.4	2	242025183	242026176
AC093642.6	2	242047695	242084138
AY269186.1	3	23757	24501
AY269186.2	3	53348	54346
LINC01266	3	536231	846015
AC090044.2	3	857124	858091
AC087430.1	3	1008135	1012934
RP11-204C23.1	3	1962381	1987470
CNTN4-AS2	3	2110409	2144241
AC026188.1	3	3250687	3627296
EGOT	3	4749192	4751590
AC026202.5	3	5255535	5256761
AC027119.1	3	5962842	6124120
AC026167.1	3	6148484	6365885
AC069277.2	3	6490479	6736129
GRM7-AS3	3	6631689	6805449
AC018832.1	3	8079322	8112924
AC023481.1	3	8364707	8366392
AC034187.2	3	8573726	8593124
SRGAP3-AS4	3	9256759	9257507
AC022007.5	3	10006418	10011209
LINC00606	3	10759484	10764192
AC018495.3	3	10767464	10771718
RP11-767C1.1	3	12877522	12885211
RP11-536I6.2	3	14272373	14303845
LINC01267	3	14348451	14352568
RP11-95M5.1	3	14799331	14811414
RP11-194G10.3	3	16530771	16531802
LINC00690	3	16536320	16541373
AC091493.2	3	16687986	16697479
AC132807.1	3	17990023	17995544
RP11-320G10.1	3	18013226	18041603
AC107622.1	3	20342468	20350928
RP11-669C19.1	3	20388249	20390562
RP11-180N14.1	3	21412222	21413944
ZNF385D-AS2	3	21942566	21979828
LINC00691	3	24096269	24103238
RP11-317L10.1	3	24496272	24499580
AC133680.1	3	24687919	25174305
AC099754.1	3	26619330	26622690
AC114877.3	3	26712307	26713364
RP11-222K16.1	3	27638315	27638776
RP11-222K16.2	3	27712910	27714005
AC098973.2	3	27802762	27891301
AC098973.1	3	27830888	27834136
AC092415.1	3	27997210	28028604
AC116035.1	3	30524745	30527185
AC116035.2	3	30524990	30526213
RP11-10C24.2	3	33793644	33794145
RP11-10C24.3	3	33795688	33796950
RP11-10C24.1	3	33797149	33797681
AC018359.1	3	34159334	34562877
AC123023.1	3	34203244	34268811
AC018359.3	3	34524818	34543880
RP11-640L9.1	3	36819276	36822498
RP11-129K12.1	3	36973117	36973672
RP11-259K5.1	3	37216779	37217988
C3orf35	3	37386269	37435497
RP11-528N21.1	3	40603125	40605427
RP11-761N21.1	3	40766207	40862626
RP11-520A21.1	3	40970541	40971578
RP11-372H2.1	3	41162287	41168547
RP11-136C24.2	3	43087479	43088068
RP4-672N11.1	3	43778961	43779982
RP4-555D20.3	3	43996896	43997443
RP4-555D20.4	3	43998081	43999149
RP4-555D20.2	3	44117299	44122365
LINC00694	3	44421127	44424007
RP11-348P10.2	3	44667412	44669364
RP11-572O6.1	3	48672455	48672733
RP13-131K19.7	3	48985485	48985963
RP11-3B7.1	3	49260085	49261316
BSN-AS2	3	49549306	49554366
U73166.2	3	50260303	50263358
RP11-804H8.7	3	50599879	50601148
RP11-804H8.6	3	50669989	50672048
RP11-889D3.1	3	55166910	55175732
RP11-889D3.2	3	55178172	55189214
RP11-64C1.1	3	55296200	55300738
RP11-875H7.1	3	55335462	55350915
RP11-875H7.2	3	55360443	55361829
RP11-875H7.5	3	55493830	55505261
RP11-58O15.1	3	55610603	55613104
RP11-755B10.3	3	57693205	57696596
RP11-80H18.4	3	58329965	58330118
RP11-359I18.5	3	58490830	58491291
CTD-2185K10.1	3	59065150	59119509
RP11-285B24.1	3	59380024	59388704
RP11-719N22.2	3	59464330	59510678
LINC00698	3	62950430	63125062
RP11-245J9.5	3	64008082	64008692
LINC00994	3	64078361	64087363
RP11-14D22.2	3	64444482	64445476
RP11-14D22.1	3	64445231	64454832
RP11-543A18.1	3	65174958	65193499
RP11-85I21.1	3	67296300	67306359
SUCLG2-AS1	3	67654697	67947713
RP11-62G11.2	3	69564106	69571122
RP11-444P10.1	3	69591341	69593121
LINC01212	3	69999577	70015318
RP11-154H23.3	3	71584943	71587409
LINC00877	3	72035300	72279503
RP11-398A8.4	3	72061061	72069933
RP11-398A8.5	3	72080564	72084641
LINC00870	3	72151257	72174332
RP11-433A10.3	3	72178279	72178810
RP11-433A10.2	3	72202944	72209892
RP11-447M4.1	3	72321051	72324027
RP11-654C22.2	3	72504806	72550552
RP11-20B7.1	3	73808601	73902866
RP11-508O18.1	3	73999805	74005609
RP11-803B1.8	3	75435348	75457486
CTD-2026G6.3	3	75540049	75579999
LINC00960	3	75672391	75679303
RP11-354H21.1	3	78038705	78046794
RP11-354H21.2	3	78087404	78092270
RP11-314M24.1	3	78266940	78294731
RP11-47P18.1	3	80761042	80788963
RP11-47P18.2	3	80764897	80789354
RP11-6B4.1	3	80993868	81095647
RP11-520D19.1	3	81208193	81208914
RP11-520D19.2	3	81246579	81297345
RP11-142L1.1	3	81762706	81764756
RP11-359D24.1	3	81840547	81922861
RP11-260O18.1	3	81986138	82463675
LINC00971	3	84638406	84881679
RP11-735B13.2	3	84884936	84893379
RP11-789F5.1	3	86264555	86267361
RP11-331K15.1	3	86481943	86496996
LINC00506	3	87089129	87157069
RP11-451B8.1	3	87731402	87793629
RP11-159G9.5	3	88059274	88138973
LINC00879	3	94938172	95152509
RP11-325B23.2	3	98233651	98457898
LINC00973	3	98981058	98983096
RP11-779P15.1	3	99500347	99505508
RP11-779P15.2	3	99507187	99527113
RP11-201E8.1	3	99598064	99623820
RP11-383I23.2	3	99802699	99806058
RP11-221J22.1	3	101940859	101997926
RP11-221J22.2	3	101960358	101997926
RP11-280H21.1	3	102663163	102673913
LINC00882	3	106836811	107240641
LINC00883	3	107240692	107326964
RP11-446H18.5	3	107272611	107421304
RP11-446H18.6	3	107329430	107329962
RP11-115H18.1	3	107430930	107463912
LINC00635	3	107840228	107882000
LINC00636	3	107883248	107928907
LINC01215	3	108125821	108138610
FLJ22763	3	109118252	109150514
RP11-59E19.4	3	109176438	109177365
LINC00488	3	109178165	109185257
LINC01205	3	109409990	109495167
RP11-457K10.1	3	109648107	109810861
RP11-119D18.1	3	110527482	110529582
RP11-553A10.1	3	110888384	110893476
RP11-615J4.3	3	111466313	111497095
RP11-90K6.1	3	112302478	112332791
RP11-231E6.1	3	112396647	112409134
RP11-572C15.5	3	112736447	112749319
RP11-572M11.1	3	113050912	113063443
RP11-572M11.3	3	113142350	113167819
RP11-271C24.2	3	113746872	113747408
RP11-553L6.5	3	114314501	114316179
RP11-197K3.1	3	114445521	114529452
ZBTB20-AS2	3	114684580	114687609
ZBTB20-AS3	3	114873114	114876514
ZBTB20-AS4	3	115100423	115103061
RP11-190P13.2	3	115251196	115285347
RP11-384F7.2	3	117672154	117997592
RP11-768G7.2	3	117678693	117690932
RP11-768G7.3	3	117790673	117793765
RP11-384F7.1	3	118004819	118557668
RP11-190C22.8	3	119497678	119498181
RP11-18H7.1	3	120094895	120136783
RP11-500K19.1	3	120833440	120836360
RP11-67L2.2	3	122886941	122892416
RP11-797D24.3	3	123277353	123277904
RP11-379B18.6	3	125774714	125797953
RP11-666A20.4	3	125908005	125910272
RP11-71E19.1	3	126266796	126291279
RP11-71E19.2	3	126288867	126294024
RP11-88I21.2	3	127322307	127390670
LINC01471	3	127480690	127536812
RP11-59J16.2	3	127489553	127490787
LINC01565	3	128572000	128576086
RP11-723O4.9	3	128859716	128860526
RP11-434H6.7	3	129163606	129163940
RP11-93K22.13	3	130089433	130094304
RP11-77P16.4	3	130112550	130120579
RP11-469L4.1	3	133015004	133037052
RP11-91K8.5	3	133543064	133543466
RP11-202A13.1	3	134055256	134057648
RP11-200A1.1	3	134313576	134321171
RP11-375I20.6	3	134347288	134349233
LINC01210	3	137771949	137780878
RP11-2A4.4	3	137791973	137796678
LINC01391	3	138935189	138944020
BPESC1	3	139104185	139125171
PISRT1	3	139232992	139233522
RP11-442N1.2	3	139678620	139682564
RP11-442N1.1	3	139688403	139689342
RP11-166D18.1	3	139837220	139859894
RP11-691G17.1	3	140865075	140867783
RP11-340E6.1	3	141663199	141721073
RP11-91G21.1	3	143000907	143001467
RP11-80H8.3	3	143111802	143112359
RP11-88H10.2	3	145939912	145961536
